name,website,description
obvioTec,obviotec.com,"obviotec is revolutionizing quality control in the pharmaceutical and life science industries. 

Our non-destructive quality inspection solutions, utilizing Terahertz and Gigahertz technology in combination with AI, offer compelling alternatives to current visual inspection methodologies for both drug containment solutions and packaged pharmaceuticals.

As your premier partner for developing new inspection solutions, we provide comprehensive support from feasibility studies to prototyping and customization. 
By collaborating with industry-leading technology firms, we ensure cutting-edge solutions tailored to your specific needs.
Our clients are global leading life science companies and their suppliers. || obviotec is revolutionizing quality control in the pharmaceutical and life science industries. 

Our non-destructive quality inspection solutions, utilizing Terahertz and Gigahertz technology in combination with AI, offer compelling alternatives to current visual inspection methodologies for both drug containment solutions and packaged pharmaceuticals.

As your premier partner for developing new inspection solutions, we provide comprehensive support from feasibility studies to prototyping and customization. 
By collaborating with industry-leading technology firms, we ensure cutting-edge solutions tailored to your specific needs.
Our clients are global leading life science companies and their suppliers. | Edge Technology | PharmaTech - Quality Control Technology to improve Pharmaceutical Manufacturing processes, thus increasing drug and patient safety and reducing costly recalls."
DUMPS electronic Inh. Erhard Dumps,dumps.de,"DUMPS electronic Inh. Erhard Dumps e. K. provides electronics manufacturing services spanning PCB assembly and finished device build. The company assembles surface-mount and through-hole components for prototypes and series production and manages material procurement. Quality control includes automated optical inspection, X‑ray where applicable, in-circuit testing, and functional testing. Additional services cover conformal coating, potting, rework and repair, and product configuration. Cable and harness production and box-build integration enable shipment-ready units. Engineering support for design-for-manufacture, documentation, and change management assists customers through the product lifecycle. || DUMPS electronic Inh. Erhard Dumps e. K. offers EMS: SMT/THT assembly, testing, coating, cable assembly, box build, repair. | DUMPS electronic Inh. Erhard Dumps e. K. provides electronics manufacturing services spanning PCB assembly and finished device build. The company assembles surface-mount and through-hole components for prototypes and series production and manages material procurement. Quality control includes automated optical inspection, X‑ray where applicable, in-circuit testing, and functional testing. Additional services cover conformal coating, potting, rework and repair, and product configuration. Cable and harness production and box-build integration enable shipment-ready units. Engineering support for design-for-manufacture, documentation, and change management assists customers through the product lifecycle. | DUMPS Electronic Inh. Erhard Dumps is a company based out of 45 Passauer Straße, Röhrnbach, Germany."
QualiVision,qualivision.ch,"Nature of business:
We offer solutions and services for automated quality assurance, machine vision, process optimisation and automation. QualiVision develops and supplies integrated machine vision systems. Our engineers provide responsible, targeted and prompt customer service and support for every project stage, from initial concepts via feasibility studies to final implementation.
Parent company:
• Baumer Holding AG, P.O. Box, 8501 Frauenfeld (CH)
Statutory auditors:
• KPMG AG, St. Gallen || QualiVision AG is offering solutions and services for automatic quality assurance, machine vision, process optimisation and automation. | QualiVision ist Systemintegrator und Softwarehaus für die industrielle Bildverarbeitung – mit modularem Konzept, von der massgeschneiderten Lösung bis zur Standardausführung.
Seit über 25 Jahren und mit weit über 4000 Installationen sind wir geschätzter Partner und ein elementarer Bestandteil des Verpackungsprozesses in der Pharma-, Medtech- und Lebensmittelindustrie.
#livingpartnership #trust #reliability #service

Mit unserer technischen Lösung und Philosophie der «digital reference» setzen wir einzigartige Massstäbe – für unsere Endkunden und OEMs: 
#oneclickorderprocessing #automation #singlesourceoftruth #digital workflow #sustainability #zerolineclearance

Als expandierendes KMU und Teil der familiengeführten Baumer Holding sehen wir uns mit unserem Spezialistentum aus Software- und Applikationsingenieuren für den stetigen Wandel an Anforderungen bestens gewappnet. Basierend auf dieser Kompetenz, den vielschichtigen Erfahrungen und der täglichen Zusammenarbeit mit Kunden und Partnern wollen wir wie bisher auch Lösungen für die supply chain zukunftsweisend mitgestalten.
 #continuousproduction #digitalisation #deep learning #machine vision #data integration

Wir identifizieren uns mit dem Technologie-Standort Schweiz ohne die Qualitäten der Internationalität zu vernachlässigen: #QualiVision CH, #QualiVision DE | Nature of business:
We offer solutions and services for automated quality assurance, machine vision, process optimisation and automation. QualiVision develops and supplies integrated machine vision systems. Our engineers provide responsible, targeted and prompt customer service and support for every project stage, from initial concepts via feasibility studies to final implementation.
Parent company:
• Baumer Holding AG, P.O. Box, 8501 Frauenfeld (CH)
Statutory auditors:
• KPMG AG, St. Gallen"
Numetrix,numetrix.ca,"Numetrix is a 3D digitizer manufacturer that excels in modified industrial vision and 3D surface inspection services. The company's automated inspection system incorporates algorithms into older systems, equips them with artificial intelligence, and allows equipment and tools to see, read, understand, learn, and adjust to improve quality control of assembly lines, allowing customers to obtain and implement accurate 3D market data for real-time industrial inspection to boost productivity. || Numetrix provides artificial intelligence 3D machine vision systems for surface inspection and industrial applications. | Numetrix is a 3D digitizer manufacturer that excels in modified industrial vision and 3D surface inspection services. The company's automated inspection system incorporates algorithms into older systems, equips them with artificial intelligence, and allows equipment and tools to see, read, understand, learn, and adjust to improve quality control of assembly lines, allowing customers to obtain and implement accurate 3D market data for real-time industrial inspection to boost productivity. | Numetrix develops and manufactures ultrafast 3D digitizers based on revolutionary MVE™ technology. See http://www.numetrix.ca 

NX3D™ Ultrafast, Ultra-Accurate 3D Digitizers provide the following benefits:
  - Optimum accuracy in all situations, even if the object is moving or vibrating
  - Delivered pre-calibrated and ready to use for maximum productivity
  - Easily integrated in typical industrial environments

Our experts can help you with your most challenging machine vision needs in quality control and automated 
inspection. We offer a wide variety of technology services ranging from specific analyses to complete turnkey solutions.

Our head office is located in Sherbrooke , Québec, Canada. | Software Development | Computer Software"
Sweeper,sweeper-robot.eu,"SWEEPER’s main objective is to put the first generation greenhouse harvesting robots onto the market. Until now this has never been achieved and it will ensure Europe’s leading role in agricultural robotics.  In modern greenhouses there is a high demand to automate labour. The availability of a skilled workforce that accepts repetitive tasks in the harsh climate conditions of a greenhouse is decreasing rapidly. The current state of the art in automated harvesting of fruits and vegetables has remained remarkably stationary in the past decades. In the EU-FP7-project CROPS (www.crops-robots.eu) extensive research has been performed on agricultural robotics. One of the applications was a sweet pepper harvesting robot. SWEEPER will use the technology developed in CROPS to introduce, test and validate a robotic harvesting solution for sweet pepper under real-world conditions.  The project involves 6 partners from 4 different countries (The Netherlands, Belgium, Sweden and Israel). The consortium consist out of fundamental and applied research organisations, a system integrator and a modern grower of sweet pepper. In the consortium a wide-range of disciplines are available, including: horticulture, horticultural engineering, machine vision, sensing, robotics, control, intelligent systems, software architecture, system integration and greenhouse crop management. || SWEEPER’s main objective is to put the first generation greenhouse harvesting robots onto the market. | SWEEPER’s main objective is to put the first generation greenhouse harvesting robots onto the market. Until now this has never been achieved and it will ensure Europe’s leading role in agricultural robotics.  In modern greenhouses there is a high demand to automate labour. The availability of a skilled workforce that accepts repetitive tasks in the harsh climate conditions of a greenhouse is decreasing rapidly. The current state of the art in automated harvesting of fruits and vegetables has remained remarkably stationary in the past decades. In the EU-FP7-project CROPS (www.crops-robots.eu) extensive research has been performed on agricultural robotics. One of the applications was a sweet pepper harvesting robot. SWEEPER will use the technology developed in CROPS to introduce, test and validate a robotic harvesting solution for sweet pepper under real-world conditions.  The project involves 6 partners from 4 different countries (The Netherlands, Belgium, Sweden and Israel). The consortium consist out of fundamental and applied research organisations, a system integrator and a modern grower of sweet pepper. In the consortium a wide-range of disciplines are available, including: horticulture, horticultural engineering, machine vision, sensing, robotics, control, intelligent systems, software architecture, system integration and greenhouse crop management."
Al.ba. Automazione,albaautomazione.it,"Al-Ba Automazione Srl designs and manufactures industrial robotic automation systems for machine tending, welding, palletizing, bin picking and material handling. The company integrates anthropomorphic and Cartesian robots, collaborative robots and AMR-based cells with custom fixtures and positioners. It also develops industrial 2D and 3D vision systems for robot guidance and quality inspection, including bin picking and depalletizing applications. Al-Ba Automazione provides turnkey robotic islands, training and commissioning support for manufacturing customers in sectors such as metalworking, automotive, plastics, electronics, food and pharmaceuticals. || Al-Ba Automazione Srl designs and builds industrial automation systems, robotic cells, cobot solutions, and 3D vision systems. | Al-Ba Automazione Srl designs and manufactures industrial robotic automation systems for machine tending, welding, palletizing, bin picking and material handling. The company integrates anthropomorphic and Cartesian robots, collaborative robots and AMR-based cells with custom fixtures and positioners. It also develops industrial 2D and 3D vision systems for robot guidance and quality inspection, including bin picking and depalletizing applications. Al-Ba Automazione provides turnkey robotic islands, training and commissioning support for manufacturing customers in sectors such as metalworking, automotive, plastics, electronics, food and pharmaceuticals. | Progettiamo e realizziamo automazioni per la produzione industriale, elaborando soluzioni sia per le applicazioni più diffuse che per le lavorazioni complesse e specializzate"
APTO systems,apto.systems,"APTO systems GmbH develops tailored industrial automation and process engineering solutions, covering analysis, design, and turnkey systems. The company focuses on machine construction, control technology, laser processing, and programming for complex production tasks. It offers services in electrical engineering with EPLAN, PLC and industrial controller programming, and integration of robotics, motion, and safety technology. APTO systems GmbH designs process technologies such as extraction systems, automated optical inspection, laser marking, and laser welding. It also supports aftersales, service, and in-house developments for industrial customers. || APTO systems GmbH develops automation, process engineering, laser processing, and custom industrial machinery solutions. | APTO systems GmbH develops tailored industrial automation and process engineering solutions, covering analysis, design, and turnkey systems. The company focuses on machine construction, control technology, laser processing, and programming for complex production tasks. It offers services in electrical engineering with EPLAN, PLC and industrial controller programming, and integration of robotics, motion, and safety technology. APTO systems GmbH designs process technologies such as extraction systems, automated optical inspection, laser marking, and laser welding. It also supports aftersales, service, and in-house developments for industrial customers."
senswork,senswork.com,"senswork is an expert in machine vision systems and specializes in optical inspection, industrial image processing and testing equipment manufacturing. Our ready-to-use camera technologies for automation and quality assurance are used every day by our renowned customers in numerous industries. || senswork develops solutions for automatic optical inspection & quality assurance | senswork is an expert in machine vision systems and specializes in optical inspection, industrial image processing and testing equipment manufacturing. Our ready-to-use camera technologies for automation and quality assurance are used every day by our renowned customers in numerous industries. | senswork is an expert in machine vision systems and specializes in optical inspection, industrial image processing and testing equipment manufacturing. Our ready-to-use camera technologies for automation and quality assurance are used every day by our renowned customers in numerous industries. This includes 3D inspection, optical measuring systems, position detection, completeness control as well as surface and label inspection (OCR and OCV). Whether it is the initial feasibility study or a complete integration of camera inspection systems – our clients can rely on our extensive experience and on our customer-specific systems. We are at your side as a reliable partner and offer everything from a single source. Innovative ideas, careful planning and the precise implementation of mechanics, optics and lighting are our guarantee for success. With our automatic inspection solutions, we can reduce costs for our client, ensure quality and guarantee the traceability of products. In addition, our systems identify early enough any output mistakes or rejects in the production line. The Return-of-Investment (ROI) for our full-spectrum machine vision systems are within of 1-2 years. senswork was founded in Germany in 2011 and has been developing and manufacturing optical measuring and inspection technologies for various sectors, including the automotive, electronics and medical industries. senswork Inc is the affiliated company of senswork GmbH in Germany and supports our clients in North America. https://senswork.com/imprint.html"
Compar AG - vision systems & robotics,compar.ch,"Compar industrial machine vision systems are the solution wherever quality control is required, zero-defects strategies are applied, or value for money and high productivity are needed. The main functions are inspection, identification, and robot guidance. Customers in all industries – however, especially in the automotive, watchmaking, packaging, printing, electronics, medical and pharmaceutical sector – appreciate our innovative package solutions based on a modular system.

Aspiring to be your competent system provider for machine vision and robotics, we offer solutions that include smart cameras, computer-based vision systems, accurate robots, and even integrated test installations that allow for highly flexible handling. It is our interdisciplinary and interconnected engineering knowledge about automation, image processing and robotics that enables us to create efficient systems that convince and delight our clients. Our goal is to always support your progress with foresight and sustainability. || Compar industrial machine vision systems are the solution wherever quality control is required, zero-defects strategies are applied, or value for money and high productivity are needed. The main functions are inspection, identification, and robot guidance. Customers in all industries – however, especially in the automotive, watchmaking, packaging, printing, electronics, medical and pharmaceutical sector – appreciate our innovative package solutions based on a modular system.

Aspiring to be your competent system provider for machine vision and robotics, we offer solutions that include smart cameras, computer-based vision systems, accurate robots, and even integrated test installations that allow for highly flexible handling. It is our interdisciplinary and interconnected engineering knowledge about automation, image processing and robotics that enables us to create efficient systems that convince and delight our clients. Our goal is to always support your progress with foresight and sustainability. | Compar industrial machine vision systems are the solution wherever quality control is required, zero-defects strategies are applied, or value for money and high productivity are needed. The main functions are inspection, identification, and robot guidance. Customers in all industries - however, especially in the automotive, watchmaking, packaging, printing, electronics, medical and pharmaceutical sector - appreciate our innovative package solutions based on a modular system.

Aspiring to be your competent system provider for machine vision and robotics, we offer solutions that include smart cameras, computer-based vision systems, accurate robots, and even integrated test installations that allow for highly flexible handling. It is our interdisciplinary and interconnected engineering knowledge about automation, image processing and robotics that enables us to create efficient systems that convince and delight our clients. Our goal is to always support your progress with foresight and sustainability."
DSS Automation Technologies,dssautotech.com,"DSS Automation Technologies was established in 2016 and was taken care and promoted by three Young, Innovative and Passionate Engineers with an immense knowledge and understanding of Automation Industry, to serve all kind of manufacturing industries with designing, developing and commissioning of Special Purpose Automatic Machines.
Our goal is to provide a Comprehensive Automation Solutions with utmost Innovative ideas and Excellence in Technologies with simultaneously taking care of the Collaborative Alliances with our concerned Customers and ensure mutual benefits.
Services :-
Automation Product Supply and System Integration
Vision Inspection Systems and Solutions
Assembly Automation and Robotics
Turnkey Automation Projects
Special Purpose Machine Development
Quality Control Automation. Test and Measurement || One stop solution for Industrial and Machine Automation. Vision Inspection, Test and Measure and Assembly Automation. 

DSS Automation Technologies (DSS)is established by three young & innovative engineers to serve all kinds of manufacturing industries to design, develop & commissioning of Special Purpose Automatic Machines. | DSS Automation Technologies was established in 2016 and was taken care and promoted by three Young, Innovative and Passionate Engineers with an immense knowledge and understanding of Automation Industry, to serve all kind of manufacturing industries with designing, developing and commissioning of Special Purpose Automatic Machines.
Our goal is to provide a Comprehensive Automation Solutions with utmost Innovative ideas and Excellence in Technologies with simultaneously taking care of the Collaborative Alliances with our concerned Customers and ensure mutual benefits.
Services :-
Automation Product Supply and System Integration
Vision Inspection Systems and Solutions
Assembly Automation and Robotics
Turnkey Automation Projects
Special Purpose Machine Development
Quality Control Automation. Test and Measurement | About Photography is my Hobby. I like to watch the depth of the world's natural beauty. So I am trying to show you all what I watched by My Photos."
HANZA,hanza.com,"HANZA is a fast growing industrial business partner within manufacturing. || HANZA is a fast growing industrial business partner within manufacturing. | HANZA Group are a global industrial business partner within manufacturing. They have learned that, in order to be successful in this industry, you can not only focus on production. You need to understand how to improve the existing business of your customers. They have taken all their knowledge and experience and developed a concept they call MIG™. By using this concept together with their full range of manufacturing solutions (mechanics, electronics, cables and final assembly) they offer a partnership that will increase growth and profitability for every customer. It doesn’t end here. By combining the minds of more than 2800 brilliant co-workers you will engage a strong, creative and strategic partner that continuously will be ahead of the game. | Hanza AB (publ), together with its subsidiaries, provides contract manufacturing solutions in Sweden, Finland, Estonia, Germany, Poland, the Czech Republic, rest of the European Union, Norway, rest of Europe, North America, and internationally. It operates through Main Markets, Other Markets, and Business Development and Services segments. The company offers machining solutions comprising grinding, turbine component, milling, turning, electrical discharge machining, assembly, logistics, and prototype services; sheet metal processing solutions consisting of punching and laser cutting, bending, welding, coating, and surface treatment services; heavy mechanics solutions, such as welding TIG/MIG, machining, and cutting technologies solutions; and electronics manufacturing solutions, including research and development, printed circuit board assembly, and research and development test development center services. It also provides wire harness solutions comprising automated cut-strip-crimp wire processing, cut and strip technology, crimp tool, low- and high-pressure molding of cables, cable and label marking, multi-channel testing, and ultrasonic welding services, as well as laser engraving, pad printing, and hot stamping for plastic parts; and assembly solutions, including design and development, test development, and design and adaptation services. In addition, the company offers business consulting; and tech solutions, including development projects, electronics, mechanics, and software. Hanza AB (publ) was incorporated in 2008 and is headquartered in Kista, Sweden. | Hanza AB is a Sweden-based company operating as an industrial business partner providing manufacture services. It provides complete manufacture solutions in the areas of mechanics, electronics, cable harnesses and final assembly. The Company has two segments: Mechanics, further divided into the Light Mechanics division; and the Heavy Mechanics division; and Electronics, further divided into Printed Circuit Board (PCB), which offers assembly of both flexible boards and large PCBs, KA Elektronik AB, as well as services such as automated optical inspection and testing, and Technology cabling, which manufactures and supplies cables for all applications. The department Business Solutions involves strategy, business development, marketing and business implementation of Hanza AB's concepts. The Company operates in Sweden, Finland, Estonia, Poland, Slovakia and China. Its customers include Atlas Copco, Ericsson, ABB, and Saab Defense. | HANZA AB operates as a streamlining contract manufacturing. The Company manufactures and distributes machine tools, sheet metal, PCB assembly, and electronic cables for manufacturing companies. HANZA serves customers worldwide. | HANZA jest w pełni uniwersalną agencją interaktywną. Oferuje kompleksowe rozwiązania internetowe - od kreacji, pomysłów, nieszablonowej grafiki po rozwiązania technologiczne, zarządzanie projektami i ich późniejszą obsługę. Prowadzimy kampanie marketingowe oraz pozycjonowanie serwisów w wyszukiwarkach. Internet nie ma przed nami wielu tajemnic. | HANZA is a global knowledge-based manufacturing company that modernizes and streamlines the manufacturing industry.
Through production facilities with various manufacturing technologies grouped into local clusters as well as advisory services,
we create shorter lead times, more environmentally friendly processes and increased profitability for our customers.
This means we are contributing to a better and more sustainable future.

The company was founded in 2008 and today has sales exceeding SEK 2 billion, with operations in Sweden, Germany, Finland, Estonia, Poland,
the Czech Republic and China. Among our clients you find leading companies such as ABB, Epiroc, Getinge, Oerlikon, Saab and Siemens.

We are operating in six HANZA Clusters, offering many different manufacturing technologies:
PCBA, cable harnesses, turning, sheet metal mechanics, milling, heavy mechanincs, surface treatment, powder coating, welding, assembly, testing, design & engineering services and more.
We have ISO 9001, ISO 14001, ISO 45001, ISO 3834-2, OHSAS 18001, TS 13485 and AS 9100 certified factories.

Awards:
HANZA appointed Supplier of the year by 3M (2019)
HANZA Mechanics Tartu “Supplier Excellence Award in a fight against Covid-19\' by PerkinElmer (2020) | Hanza AB provides professional engineering services. The Company offers mechanics and electronics related services including turning, milling, sheet metal production, surface mounting, and inspection. Hanza serves customers throughout Europe. | Vaasa Mechanics Oy, doing business as HANZA Mechanics Finland, Oy, manufactures and assembles sheet metal mechanics. The Company produces a range of solutions contributing to its parent's product offering using various processes including turretpunching, bending, excentric pressing, automatic pressing, and welding. HANZA Mechanics Finland serves customers throughout Scandinavia. | Opis:HANZA is a global knowledge and manufacturing company that has been modernizing and streamlining contract manufacturing since 2008.piątek, 6 października 2023 - 15:24:03 | HANZA is a global knowledge-based manufacturing company that modernizes and streamlines the manufacturing industry. Through production facilities with various manufacturing technologies grouped into local clusters as well as advisory services, we create shorter lead times, more environmentally friendly processes and increased profitability for our customers. The company was founded in 2008 and has since 2019 had sales exceeding SEK 2 billion. The company has six manufacturing clusters; Sweden, Finland, Germany, Baltics, Central Europe and China. Among HANZA’s clients are leading companies such as 3M, ABB, Epiroc, GE, Getinge, John Deere, SAAB, Sandvik, Siemens and Tomra. Our factories are strategically located geographically close to each other, in so-called manufacturing clusters, to create synergies between the various technologies such as shorter lead times, fewer transports, reduced emissions and lower total costs. With a total of 130,000 square meters of production area divided between 17 factories and 7 factory parks in Europe and Asia, we offer complete manufacturing in electronics, machining, sheet metal mechanics, heavy mechanics, wire harnesses and complex assembly services. Our manufacturing clusters bring together state-of-the-art machines for virtually all production needs. We always strive to minimize costs, shorten lead times and reduce environmental impact, primarily by increasing efficiency and reducing the need for transport. A high degree of automation and flexibility means that we can handle both smaller and larger volumes. We have ISO 9001, ISO 14001, ISO 45001, ISO 3834-2, ISO 27001, ISO 13485 and AS 9100 certified factories. Awards: HANZA appointed Supplier of the year by 3M (2019) HANZA Mechanics Tartu “Supplier Excellence Award in a fight against Covid-19"" and ""2020 Supplier Recognition Award"" by PerkinElmer HANZA Mechanics Tartu ""Supplier award in a fight against Covid-19"" by Getinge"
Affix Engineering,affixengineering.nl,"Affix Engineering provides engineering services focused on industrial robot programming, machine vision solutions, AI and autonomous systems, and process optimization. The company programs robots from multiple brands for applications such as welding, pick and place, palletizing, assembly, and material handling. It designs and integrates 2D and 3D machine vision for inspection, quality control, bin picking, flex feeding, conveyor tracking, and depalletizing. Affix Engineering also develops custom software and AI-based automation to support decision-making and intelligent systems. Its engineers work with system integrators, machine builders, and end customers across sectors including automotive, food, technology, aerospace, pharmaceuticals, logistics, wood, and metalworking. || Affix Engineering is a specialist in programming industrial robots and has a goal to make the use of robots easier and more accessible. With years of experience and in-depth knowledge in the field of robotics and machine vision, Affix Engineering is able give everyone the tools and expertise for robot automation and machine vision. 

This is especially of great value for small and medium-sized businesses (MKB), where companies often do not have sufficient experience with robots and vision equipment. Because Affix also supports and advises the smaller and less wealthy companies in the implementation of automation solutions, these companies (including integrators and machine builders) can enjoy new and innovative technical solutions without any worries.

We are brand independent and familiar with most brands and systems. Through the development of software packages and various R&D processes, we are used to complex tasks, we can solve problems, improve processes and work with other people's software.

With approximately 8 programmers, Affix is working on various large and small projects for different customers in all imaginable branches, including: Automotive, Food, Technology, Aerospace, Pharmaceuticals, Logistics, Metal, ... . By working together as a team, with each other and with our partners, Affix is from the beginning of a project a real addition.

Affix Engineering B.V.
Bedrijfsweg 13
5683CM Best
The Netherlands

email: info@affixengineering.nl
Web: www.affixengineering.nl
Phone: +31(0)85 877 0771 | Affix Engineering provides industrial robot programming, machine vision, AI, and process optimization services. | Affix Engineering provides engineering services focused on industrial robot programming, machine vision solutions, AI and autonomous systems, and process optimization. The company programs robots from multiple brands for applications such as welding, pick and place, palletizing, assembly, and material handling. It designs and integrates 2D and 3D machine vision for inspection, quality control, bin picking, flex feeding, conveyor tracking, and depalletizing. Affix Engineering also develops custom software and AI-based automation to support decision-making and intelligent systems. Its engineers work with system integrators, machine builders, and end customers across sectors including automotive, food, technology, aerospace, pharmaceuticals, logistics, wood, and metalworking."
Qtechnology,qtec.com,"Qtechnology designs and manufactures customised smart cameras and develop complete machine vision systems that are tailored to our clients' application-specific needs. With mechanics, electrical, software, and science resources in-house, we can develop complete system designs. In some projects, we handle full OEM projects from idea to system implementation, while assisting during part of the development process or simply supplying smart cameras in other projects. With experience from several industries and thousands of cameras installed worldwide, we understand the requirements for quality and reliability to keep factories running 24/7/365. Our smart cameras have been exploited to design novel vision systems within a range of application fields. Some typical application fields include factory automatization, sorting and grading, gauging and tracking, pattern recognition, medical diagnostics, visual inspection, quality control, guidance, object categorization, and mechanical diagnostics. Qtechnology cameras are high-quality, intelligent single and multi-channel CCD and CMOS cameras, for industrial applications. Our camera products range from monochrome, colour and multichannel CCD/CMOS cameras resolutions to several megapixels matrix cameras. For high colour accuracy and multispectral applications including UV, NIR, LWIR, etc., we also offer 3CCD and 5CCD cameras with dichroic prism technology. Finally, we also develop solutions based on x-ray and microbolometer imaging technology. Qtechnology is a subsidiary within the Newtec Group. || Qtechnology designs and manufactures customised smart cameras and develop complete machine vision systems that are tailored to our clients' application-specific needs. With mechanics, electrical, software, and science resources in-house, we can develop complete system designs. In some projects, we handle full OEM projects from idea to system implementation, while assisting during part of the development process or simply supplying smart cameras in other projects. With experience from several industries and thousands of cameras installed worldwide, we understand the requirements for quality and reliability to keep factories running 24/7/365. Our smart cameras have been exploited to design novel vision systems within a range of application fields. Some typical application fields include factory automatization, sorting and grading, gauging and tracking, pattern recognition, medical diagnostics, visual inspection, quality control, guidance, object categorization, and mechanical diagnostics. Qtechnology cameras are high-quality, intelligent single and multi-channel CCD and CMOS cameras, for industrial applications. Our camera products range from monochrome, colour and multichannel CCD/CMOS cameras resolutions to several megapixels matrix cameras. For high colour accuracy and multispectral applications including UV, NIR, LWIR, etc., we also offer 3CCD and 5CCD cameras with dichroic prism technology. Finally, we also develop solutions based on x-ray and microbolometer imaging technology. Qtechnology is a subsidiary within the Newtec Group. | Qtechnology manufactures custom industrial cameras with integrated image processing and AI cameras. | Qtechnology designs and manufactures customised smart cameras and develop complete machine vision systems that are tailored to our clients' application-specific needs. With mechanics, electrical, software, and science resources in-house, we can develop complete system designs. In some projects, we handle full OEM projects from idea to system implementation, while assisting during part of the development process or simply supplying smart cameras in other projects. 

With experience from several industries and thousands of cameras installed worldwide, we understand the requirements for quality and reliability to keep factories running 24/7/365. Our smart cameras have been exploited to design novel vision systems within a range of application fields. 
Some typical application fields include factory automatization, sorting and grading, gauging and tracking, pattern recognition, medical diagnostics, visual inspection, quality control, guidance, object categorization, and mechanical diagnostics.

Qtechnology cameras are high-quality, intelligent single and multi-channel CCD and CMOS cameras, for industrial applications. Our camera products range from monochrome, colour and multichannel CCD/CMOS cameras resolutions to several megapixels matrix cameras. For high colour accuracy and multispectral applications including UV, NIR, LWIR, etc., we also offer 3CCD and 5CCD cameras with dichroic prism technology. Finally, we also develop solutions based on x-ray and microbolometer imaging technology. 

Qtechnology is a subsidiary within the Newtec Group."
Robotec Solutions,robotec-ag.com,"Robotec Solutions designs and implements customized robot-based automation solutions for industrial customers. The company develops individual robot cells, testing stations, and fully integrated production lines that cover production and manufacturing, material flow and intralogistics, and quality assurance and testing. Its systems include mobile robots, cobots, industrial robots, AI-supported visual inspection, rails and traversing axes, and complete robot cells and lines. Robotec Solutions serves electronics and semiconductors, plastics, food, luxury goods and watches, medtech and pharma, and the metal industry. Its services span feasibility studies, concept and system design, project management, commissioning, maintenance, support, extensions, training, and retrofit solutions. The company also offers a practice-integrated study program in cooperation with a university of applied sciences. || Robotec Solutions designs and develops, builds and maintains automation systems of all kinds. | Robotec Solutions develops and integrates robot-based automation systems for production, intralogistics, and quality inspection in industry. | Robotec Solutions designs and implements customized robot-based automation solutions for industrial customers. The company develops individual robot cells, testing stations, and fully integrated production lines that cover production and manufacturing, material flow and intralogistics, and quality assurance and testing. Its systems include mobile robots, cobots, industrial robots, AI-supported visual inspection, rails and traversing axes, and complete robot cells and lines. Robotec Solutions serves electronics and semiconductors, plastics, food, luxury goods and watches, medtech and pharma, and the metal industry. Its services span feasibility studies, concept and system design, project management, commissioning, maintenance, support, extensions, training, and retrofit solutions. The company also offers a practice-integrated study program in cooperation with a university of applied sciences. | Robotec Solutions AG is a Swiss provider of high quality robotic automation and engineering products. With costumers playing at the top in industries like food, watches, plastics and automotive, our highly dedicated team is focused on contributing to their success with optimal solutions.

Our know-how, acquired over many years, is the key to generate added value for our customers. This is why we will be your partner, collaborating with you over the entire life cycle of our solutions and beyond. | Nature of business:
Robotec Solutions AG implements both standardised and customised, robot solutions for a wide variety of applications.
Parent company:
• Alaxa Robotic Group Ltd., Sonnhalde 11, 6287 Aesch, Schweiz (CH), n.koch@alaxaroboticgroup.com
Sister company:
• smart robotX ltd., Seetalstrasse 2, CH-5703 Seon (CH), Tel: +41 (0)62 511 10 33, Fax: +41 (0)62 775 90 01, info@smart-robotx.ch
• M-Tool Solutions GmbH, Am Haslenbach 12/1, DE-73278 Schlierbach (DE), Tel: +49 7021 73 655-0, Fax: +49 7021 73 655-20, info@m-tool.eu
• Robotec Solutions (Suzhou) Co., Ltd., No.38, Yuxi Rd , Qiandeng Town, Kunshan City, Jiangsu Province, China. 215300 (CN), Tel: 0512-68020508, Fax: 0512-68020508, info@robotec-co.cn
Branch:
• Robotec Solutions AG, 3 rue des Chalets, FR-25130 Villers le Lac (FR), Tel: +41 (0)79 465 94 95
Statutory auditors:
• Hüsser Gmür + Partner AG, Dättwil AG"
